date,store,promo,holiday,year,month,day,dayofweek,is_weekend,sales,prediction
2023-09-04,3,0,0,2023,9,4,0,0,222.27,241.3501505502354
2022-12-29,10,0,0,2022,12,29,3,0,222.11,223.5831848750895
2023-06-02,3,0,0,2023,6,2,4,0,203.52,228.7172300060338
2022-06-08,1,0,0,2022,6,8,2,0,235.65,214.07963111407298
2022-08-27,6,1,0,2022,8,27,5,1,231.29,225.93706594832474
2022-06-22,2,0,0,2022,6,22,2,0,216.68,214.33484938179754
2022-12-19,1,0,1,2022,12,19,0,0,261.77,267.26811409138463
2022-06-10,7,0,0,2022,6,10,4,0,203.68,211.59777366778144
2023-04-26,6,0,0,2023,4,26,2,0,250.74,230.4249942359238
2022-01-25,2,0,0,2022,1,25,1,0,210.54,208.66378884328878
2022-02-21,5,0,0,2022,2,21,0,0,190.96,212.97155598575773
2023-11-26,10,0,0,2023,11,26,6,1,201.89,216.4948107354503
2022-01-01,5,0,0,2022,1,1,5,1,171.59,183.7296853843145
2022-11-08,1,0,0,2022,11,8,1,0,240.28,223.76385870524246
2022-09-22,7,0,0,2022,9,22,3,0,230.71,218.21094363300654
2023-10-24,1,0,0,2023,10,24,1,0,253.49,240.36865930142812
2023-06-14,3,0,0,2023,6,14,2,0,230.92,232.73039705867996
2022-01-16,6,0,0,2022,1,16,6,1,203.17,181.9783201257087
2022-11-03,1,0,0,2022,11,3,3,0,225.99,219.750691652589
2022-05-26,4,0,0,2022,5,26,3,0,236.41,211.30317357795866
2023-02-15,7,0,0,2023,2,15,2,0,250.8,227.60915487771126
2022-06-16,4,1,0,2022,6,16,3,0,271.26,244.04216299643304
2022-02-22,6,0,0,2022,2,22,1,0,233.33,211.2201907271592
2022-06-04,6,0,1,2022,6,4,5,1,246.91,231.62469076373236
2023-04-13,3,0,0,2023,4,13,3,0,214.46,227.65275590641977
2023-07-18,9,0,0,2023,7,18,1,0,258.68,237.80381900432985
2023-05-23,5,0,0,2023,5,23,1,0,230.48,233.71188830749452
2022-01-20,2,0,0,2022,1,20,3,0,197.99,204.65062179063534
2023-12-20,5,0,0,2023,12,20,2,0,249.18,242.45400647194037
2022-07-17,8,0,0,2022,7,17,6,1,196.27,191.70192953896913
2023-06-21,2,0,0,2023,6,21,2,0,230.9,232.4751787909554
2023-03-07,8,0,0,2023,3,7,1,0,245.49,231.4064854847311
2023-09-06,9,0,0,2023,9,6,2,0,262.32,238.8682931039366
2023-11-07,5,0,0,2023,11,7,1,0,239.49,242.92506118529855
2023-11-06,3,0,0,2023,11,6,0,0,225.06,244.4212081761725
2023-11-18,7,1,0,2023,11,18,5,1,249.3,248.93920006410917
2023-04-05,6,0,0,2023,4,5,2,0,257.33,230.4249942359238
2023-08-13,7,0,1,2023,8,13,6,1,259.76,251.08471254022152
2023-06-09,7,0,0,2023,6,9,4,0,219.57,229.7381030769393
2023-05-30,1,0,0,2023,5,30,1,0,250.08,232.691015236589
2023-11-19,9,0,0,2023,11,19,6,1,239.52,216.23959246772574
2023-02-14,1,0,0,2023,2,14,1,0,244.61,228.084428797687
2022-11-27,8,0,0,2022,11,27,6,1,197.53,197.84404479084333
2023-12-31,10,0,0,2023,12,31,6,1,208.29,218.0303395484152
2023-10-09,10,0,0,2023,10,9,0,0,220.57,244.67220723728678
2023-04-30,9,0,0,2023,4,30,6,1,222.65,205.49089077694953
2022-07-27,1,0,0,2022,7,27,2,0,237.39,215.6151599270379
2022-04-07,9,0,0,2022,4,7,3,0,233.8,211.04373610361654
2023-04-04,1,0,0,2023,4,4,1,0,237.51,231.1554864236241
2023-08-18,3,0,0,2023,8,18,4,0,207.15,231.7882876319709
2022-08-29,4,0,0,2022,8,29,0,0,226.13,221.9295105958372
2022-09-08,1,0,0,2022,9,8,3,0,230.73,216.6796340266519
2023-01-29,9,1,0,2023,1,29,6,1,254.12,232.08776494355698
2023-01-13,2,0,0,2023,1,13,4,0,200.33,220.78436767347011
2022-03-20,9,0,1,2022,3,20,6,1,250.6,225.77717560167366
2022-09-11,3,1,0,2022,9,11,6,1,228.11,224.70035643178562
2022-09-19,6,0,0,2022,9,19,0,0,228.4,223.9754759442585
2023-12-17,1,1,0,2023,12,17,6,1,255.65,246.93683574439638
2023-07-07,1,0,0,2023,7,7,4,0,225.16,229.74232228354958
2023-12-11,2,1,0,2023,12,11,0,0,252.54,276.90497932692233
2022-03-22,4,0,0,2022,3,22,1,0,226.57,212.245283004675
2022-08-13,5,0,0,2022,8,13,5,1,187.38,194.47838707509072
2023-02-01,10,0,0,2023,2,1,2,0,230.94,228.37480968088494
2023-04-11,3,0,1,2023,4,11,1,0,266.08,271.6280660059274
2023-09-27,1,0,1,2023,9,27,2,0,287.89,276.78869000897976
2022-11-13,1,0,0,2022,11,13,6,1,203.58,196.05751691676414
2022-10-10,10,0,0,2022,10,10,0,0,206.11,226.53187782812893
2023-03-04,1,1,0,2023,3,4,5,1,242.11,235.12365995401342
2022-10-28,8,0,0,2022,10,28,4,0,198.94,217.99510718737292
2022-04-16,1,0,0,2022,4,16,5,1,200.15,187.3153987523183
2022-05-02,5,0,0,2022,5,2,0,0,205.55,217.57814242465975
2023-08-12,6,0,0,2023,8,12,5,1,214.84,212.87393475197314
2023-12-11,3,1,0,2023,12,11,0,0,253.39,277.16019759465416
2022-09-07,3,0,0,2022,9,7,2,0,219.79,219.1966540884241
2022-03-31,1,1,0,2022,3,31,3,0,248.58,238.66992175435007
2022-02-21,4,0,0,2022,2,21,0,0,208.08,212.7163377180259
2022-09-12,5,0,0,2022,9,12,0,0,203.09,223.72025767653395
2022-06-15,9,0,0,2022,6,15,2,0,246.32,216.12137725587672
2023-05-05,3,1,0,2023,5,5,4,0,231.84,258.38516179857834
2023-01-30,6,0,0,2023,1,30,0,0,217.27,229.83157484966796
2023-10-21,4,0,0,2023,10,21,5,1,223.06,215.43455584246112
2022-01-02,1,0,0,2022,1,2,6,1,192.62,180.70222878707864
2023-11-19,6,0,1,2023,11,19,6,1,267.64,255.43608071139897
2022-07-25,2,1,0,2022,7,25,0,0,233.47,251.08700585292536
2023-02-15,9,0,0,2023,2,15,2,0,250.86,228.11959141316038
2023-06-15,4,0,0,2023,6,15,3,0,244.04,230.97903180008143
2022-04-06,8,0,0,2022,4,6,2,0,220.28,212.79510136221506
2023-08-15,1,0,0,2023,8,15,1,0,252.55,237.2976016754983
2022-12-31,8,0,1,2022,12,31,5,1,245.15,241.3483001769855
2022-01-17,5,0,0,2022,1,17,0,0,194.76,211.43602717278554
2022-09-16,4,0,0,2022,9,16,4,0,214.64,215.4387053035025
2022-04-27,3,1,1,2022,4,27,2,0,281.09,282.68461367594864
2022-02-03,9,0,0,2022,2,3,3,0,227.91,207.97267847767944
2022-09-10,9,0,1,2022,9,10,5,1,243.34,236.99693200580805
2022-08-02,1,0,0,2022,8,2,1,0,229.68,219.15727226634044
2022-02-18,2,0,0,2022,2,18,4,0,194.31,204.17956707727717
2023-07-31,5,0,0,2023,7,31,0,0,220.64,238.7895294597547
2023-05-13,10,0,0,2023,5,13,5,1,188.18,209.28822138396936
2023-08-07,3,0,0,2023,8,7,0,0,209.22,239.8146217372705
2022-02-18,10,0,0,2022,2,18,4,0,179.94,206.2213132190809
2022-04-18,3,1,0,2022,4,18,0,0,221.9,246.7356376817479
2022-06-15,1,0,0,2022,6,15,2,0,236.83,214.07963111407298
2022-11-19,7,0,0,2022,11,19,5,1,203.29,199.59541004944185
2023-10-09,5,0,1,2023,10,9,0,0,258.31,283.3582589455036
2023-04-15,9,0,0,2023,4,15,5,1,226.6,207.4974743032799
2023-01-03,10,1,0,2023,1,3,1,0,244.98,260.04932499975985
2023-07-08,3,0,0,2023,7,8,5,1,198.3,210.57275113582727
2022-10-01,1,0,0,2022,10,1,5,1,194.21,196.52857163012231
2022-07-30,6,1,1,2022,7,30,5,1,262.79,264.36368018220674
2023-06-02,6,1,0,2023,6,2,4,0,250.87,260.6863454147169
2023-12-16,8,0,0,2023,12,16,5,1,212.23,219.52648653929646
2022-05-19,6,0,1,2022,5,19,3,0,266.28,251.77575316025468
2022-03-15,8,0,0,2022,3,15,1,0,217.1,213.26615607557324
2023-01-30,1,1,0,2023,1,30,0,0,252.32,259.75894411655463
2023-08-07,1,0,0,2023,8,7,0,0,235.03,239.30418520182138
2023-12-08,10,0,0,2023,12,8,4,0,222.4,239.71693075792427
2022-07-15,10,1,1,2022,7,15,4,0,250.31,285.06456093628367
2023-09-13,9,0,0,2023,9,13,2,0,269.08,238.8682931039366
2023-02-12,10,0,0,2023,2,12,6,1,200.48,202.67505141873698
2023-06-05,1,0,0,2023,6,5,0,0,233.68,236.23312757588428
2022-10-31,3,0,0,2022,10,31,0,0,208.26,224.74534995404974
2023-02-20,3,0,0,2023,2,20,0,0,206.76,230.6014488594592
2022-09-03,8,0,0,2022,9,3,5,1,188.54,196.7795706912366
2022-11-12,6,0,1,2022,11,12,5,1,246.12,239.30233482857147
2023-03-01,5,1,0,2023,3,1,2,0,267.01,259.8377077607365
2022-03-05,4,1,0,2022,3,5,5,1,213.99,217.7489853480365
2022-11-01,5,0,0,2022,11,1,1,0,221.5,224.7847317761407
2023-06-11,1,1,0,2023,6,11,6,1,245.87,237.72366286658507
2022-01-27,5,0,0,2022,1,27,3,0,194.01,205.41627659380902
2022-04-04,7,0,0,2022,4,4,0,0,210.1,216.55305014714395
2022-09-07,6,0,0,2022,9,7,2,0,241.01,219.96230889160506
2023-11-24,1,0,0,2023,11,24,4,0,233.97,235.88443753542379
2022-11-23,10,0,0,2022,11,23,2,0,221.99,224.0542395884404
2022-03-06,7,1,0,2022,3,6,6,1,221.98,216.50805662487983
2023-12-15,5,0,0,2023,12,15,4,0,210.21,238.4408394192942
2022-11-17,2,0,0,2022,11,17,3,0,217.02,220.00590992031357
2023-08-14,1,0,0,2023,8,14,0,0,232.08,239.30418520182138
2023-06-04,1,0,0,2023,6,4,6,1,206.93,206.5202022610756
2023-04-06,5,0,0,2023,4,6,3,0,234.71,228.1631924418689
2022-01-27,6,0,0,2022,1,27,3,0,209.11,205.67149486153357
2022-06-21,9,1,0,2022,6,21,1,0,269.03,249.33142138771655
2022-03-11,8,1,0,2022,3,11,4,0,218.59,238.44986610210617
2022-05-28,3,0,0,2022,5,28,5,1,170.6,189.36136410073232
2023-11-22,5,1,0,2023,11,22,2,0,280.31,272.12193826447765
2023-01-28,10,0,0,2023,1,28,5,1,195.38,203.14610613210243
2022-12-16,3,0,0,2022,12,16,4,0,197.81,219.79007347468723
2022-03-03,2,0,0,2022,3,3,3,0,204.28,207.72167941657244
2022-03-04,2,0,0,2022,3,4,4,0,190.07,205.71509589024936
2022-02-19,10,0,0,2022,2,19,5,1,167.14,186.5413055359095
2023-01-31,3,0,0,2023,1,31,1,0,224.29,227.0593365201712
2023-06-05,3,0,0,2023,6,5,0,0,217.17,236.7435641113334
2022-11-10,5,0,0,2022,11,10,3,0,218.77,220.77156472348724
2023-11-10,5,1,0,2023,11,10,4,0,237.62,268.1087712118315
2022-07-23,2,0,0,2022,7,23,5,1,178.62,192.17720345894486
2022-11-10,6,0,0,2022,11,10,3,0,225.38,221.02678299121908
2022-11-06,8,0,0,2022,11,6,6,1,195.34,197.84404479084333
2022-07-25,10,0,0,2022,7,25,0,0,195.43,221.92529138921964
2023-06-14,6,0,0,2023,6,14,2,0,263.03,233.49605186185363
2023-01-12,6,0,0,2023,1,12,3,0,239.52,223.81182427069143
2023-09-17,9,0,0,2023,9,17,6,1,232.64,213.16853484178864
2023-04-12,6,0,0,2023,4,12,2,0,250.96,230.4249942359238
2022-09-16,2,0,0,2022,9,16,4,0,192.67,214.92826876805339
2023-06-01,8,0,0,2023,6,1,3,0,226.97,231.99990487098694
2023-06-18,5,1,0,2023,6,18,6,1,230.56,238.74453593749058
2022-05-22,10,0,0,2022,5,22,6,1,177.95,189.14130844848114
2022-05-09,6,0,0,2022,5,9,0,0,218.24,217.8333606923843
2022-10-11,9,0,0,2022,10,11,1,0,243.37,224.27007603408128
2022-06-23,5,0,0,2022,6,23,3,0,208.73,213.09392065864813
2022-08-24,5,0,0,2022,8,24,2,0,227.97,218.17156181090832
2023-11-21,7,0,0,2023,11,21,1,0,256.27,243.43549772075494
2022-10-09,5,0,0,2022,10,9,6,1,194.05,195.54286117469746
2022-02-18,9,0,0,2022,2,18,4,0,207.94,205.96609495135635
2023-01-04,2,0,1,2023,1,4,2,0,276.2,264.7596777729632
2022-08-09,9,0,0,2022,8,9,1,0,237.7,221.19901840814418
2023-10-17,4,0,0,2023,10,17,1,0,254.46,241.13431410460908
2022-06-06,2,0,0,2022,6,6,0,0,200.4,218.34801643445098
2023-09-24,10,0,0,2023,9,24,6,1,204.65,213.4237531095132
2023-07-03,8,1,0,2023,7,3,0,0,260.88,270.75864486843784
2023-05-31,1,1,1,2023,5,31,2,0,322.72,301.8500353626223
2022-06-15,10,0,0,2022,6,15,2,0,215.26,216.37659552360128
2023-03-30,7,0,0,2023,3,30,3,0,240.27,227.1381001643531
2023-12-25,2,0,1,2023,12,25,0,0,263.91,285.66366176826705
2023-09-26,5,0,0,2023,9,26,1,0,241.24,239.85400355936872
2023-11-21,5,0,0,2023,11,21,1,0,241.49,242.92506118529855
2022-10-13,7,0,0,2022,10,13,3,0,232.54,219.74647244597145
2022-11-13,4,0,0,2022,11,13,6,1,208.7,196.82317171993782
2022-03-16,5,0,0,2022,3,16,2,0,213.88,210.4939177460692
2022-12-16,6,1,0,2022,12,16,4,0,248.33,251.75918888337037
2022-12-13,10,1,0,2022,12,13,1,0,251.41,258.7998125332524
2022-06-26,2,0,0,2022,6,26,6,1,180.09,188.6350911196496
2022-01-29,1,0,1,2022,1,29,5,1,225.41,222.67095536026318
2023-03-01,9,0,0,2023,3,1,2,0,255.17,229.65512022613257
2022-11-14,4,1,0,2022,11,14,0,0,266.89,257.7395576402487
2022-08-27,4,0,0,2022,8,27,5,1,191.15,194.22316880736616
2023-10-26,7,0,0,2023,10,26,3,0,250.03,237.8868018551293
2022-08-25,8,0,0,2022,8,25,3,0,211.84,216.93063308776618
2022-02-02,2,1,0,2022,2,2,2,0,235.35,239.3961947354328
2022-04-08,6,0,0,2022,4,8,4,0,199.0,208.27149777411978
2023-03-08,7,0,0,2023,3,8,2,0,255.32,229.14468369067617
2022-10-12,1,0,1,2022,10,12,2,0,268.91,260.1838894127941
2023-11-18,1,0,1,2023,11,18,5,1,257.89,256.16657289909926
2022-06-25,10,1,1,2022,6,25,5,1,249.92,263.84902444014006
2022-06-13,4,0,0,2022,6,13,0,0,219.6,218.8584529699001
2022-02-01,9,1,0,2022,2,1,1,0,269.0,243.18930613584234
2023-03-09,9,0,0,2023,3,9,3,0,236.7,227.64853669980948
2022-01-22,1,0,0,2022,1,22,5,1,186.86,182.708812313409
2023-07-17,4,0,0,2023,7,17,0,0,233.06,238.53431119203015
2022-06-05,2,0,0,2022,6,5,6,1,177.46,188.6350911196496
2022-07-07,2,0,0,2022,7,7,3,0,207.73,213.86379466843937
2022-11-07,2,0,0,2022,11,7,0,0,198.6,226.0256604992901
2023-11-11,8,1,0,2023,11,11,5,1,240.93,249.194418331841
2023-06-20,2,0,0,2023,6,20,1,0,240.29,234.48176231728576
2022-07-19,7,0,0,2022,7,19,1,0,223.45,219.15305305972288
2023-04-24,9,0,0,2023,4,24,0,0,241.58,235.20381609175092
2022-08-04,10,0,0,2022,8,4,3,0,216.41,217.4410696232153
2022-10-05,1,0,0,2022,10,5,2,0,238.66,220.2217463659399
2023-12-06,7,1,1,2023,12,6,2,0,327.46,314.13004665975313
2023-09-17,3,0,0,2023,9,17,6,1,209.91,211.63722523543402
2023-05-31,2,0,0,2023,5,31,2,0,230.82,230.9396499779832
2022-07-12,4,0,0,2022,7,12,1,0,236.93,218.3873982565492
2023-07-26,1,0,0,2023,7,26,2,0,254.65,233.75548933619575
2023-12-07,2,0,1,2023,12,7,3,0,276.09,279.6439111892905
2022-09-10,6,0,1,2022,9,10,5,1,240.46,236.23127720263437
2023-12-11,7,1,0,2023,12,11,0,0,282.44,278.1810706655524
2023-06-02,2,0,0,2023,6,2,4,0,204.14,228.46201173830923
2022-12-28,8,0,0,2022,12,28,2,0,239.09,225.0793318659562
2022-10-29,7,0,0,2022,10,29,5,1,199.16,198.05988123647694
2023-08-30,5,1,1,2023,8,30,2,0,312.31,307.4774948724298
2022-11-21,4,0,0,2022,11,21,0,0,231.22,226.5360970347392
2022-12-02,8,0,0,2022,12,2,4,0,201.15,221.06616481331002
2022-10-05,2,0,0,2022,10,5,2,0,224.72,220.47696463367174
2023-01-26,7,0,0,2023,1,26,3,0,224.02,224.067042538416
2022-06-13,7,0,0,2022,6,13,0,0,209.69,219.62410777308105
2023-01-20,8,0,0,2023,1,20,4,0,203.42,222.31567727982474
2023-04-29,9,0,0,2023,4,29,5,1,216.59,207.4974743032799
2023-08-28,3,0,0,2023,8,28,0,0,217.72,239.8146217372705
2022-08-31,8,1,0,2022,8,31,2,0,252.54,250.14067721959873
2023-10-15,8,0,0,2023,10,15,6,1,217.4,214.448845387029
2022-08-19,3,0,0,2022,8,19,4,0,191.47,213.64795822281303
2023-04-08,9,0,0,2023,4,8,5,1,213.9,207.4974743032799
2022-08-22,8,1,0,2022,8,22,0,0,232.29,254.15384427225217
2023-06-10,3,0,0,2023,6,10,5,1,189.58,209.03722232286236
2022-10-22,1,0,0,2022,10,22,5,1,196.7,196.52857163012231
2022-03-29,3,0,0,2022,3,29,1,0,208.41,211.99006473695044
2023-07-07,3,0,0,2023,7,7,4,0,207.49,230.2527588189987
2023-08-12,1,1,0,2023,8,12,5,1,240.59,242.80130401885253
2023-02-14,5,0,0,2023,2,14,1,0,233.61,229.1053018685925
2022-08-02,4,0,0,2022,8,2,1,0,228.06,219.92292706951412
2023-11-01,3,0,0,2023,11,1,2,0,249.06,240.40804112351907
2022-12-15,6,1,1,2022,12,15,3,0,305.0,293.72791545654036
2023-07-08,9,0,0,2023,7,8,5,1,220.15,212.1040607421819
2022-04-02,6,1,0,2022,4,2,5,1,227.93,219.79495069645054
2023-08-12,5,0,0,2023,8,12,5,1,197.81,212.61871648424858
2023-06-14,4,0,0,2023,6,14,2,0,257.38,232.9856153264045
2022-05-22,7,0,0,2022,5,22,6,1,196.6,188.37565364530747
2022-02-10,8,0,0,2022,2,10,3,0,211.82,207.71746020995488
2022-03-20,10,0,0,2022,3,20,6,1,173.32,186.07025082255132
2022-09-09,10,0,0,2022,9,9,4,0,186.01,216.97001490985713
2023-07-11,1,0,0,2023,7,11,1,0,246.24,235.7620728625261
2023-02-20,7,0,0,2023,2,20,0,0,222.5,231.6223219303647
2022-10-07,4,0,0,2022,10,7,4,0,216.85,216.9742341164747
2022-03-30,6,0,0,2022,3,30,2,0,232.7,210.74913601379376
2023-09-29,6,0,0,2023,9,29,4,0,222.19,234.08947124811675
2022-06-16,9,0,1,2022,6,16,3,0,272.7,254.07693677640054
2022-06-29,8,0,0,2022,6,29,2,0,220.04,215.86615898815216
2022-09-14,3,0,0,2022,9,14,2,0,226.46,219.1966540884241
2023-02-19,4,0,0,2023,2,19,6,1,216.2,201.14374181238236
2022-06-27,9,0,0,2022,6,27,0,0,221.96,220.13454430853017
2022-09-02,3,0,0,2022,9,2,4,0,186.74,215.18348703577794
2023-11-11,3,0,0,2023,11,11,5,1,200.31,216.71486638770148
2022-11-16,5,1,0,2022,11,16,2,0,243.84,253.9816088553198
2022-07-13,4,0,0,2022,7,13,2,0,237.82,216.38081473021884
2023-10-24,6,0,0,2023,10,24,1,0,255.06,241.6447506400582
2023-07-10,2,0,0,2023,7,10,0,0,212.87,238.02387465657375
2023-01-11,9,0,0,2023,1,11,2,0,253.7,226.58406260019547
2023-11-15,9,0,0,2023,11,15,2,0,265.05,241.9393507298737
2022-10-08,6,0,0,2022,10,8,5,1,201.27,197.80466296875238
2023-02-15,8,1,0,2023,2,15,2,0,266.12,259.0678337509453
2022-05-12,3,0,0,2022,5,12,3,0,207.62,211.0479553102341
2022-10-11,10,0,0,2022,10,11,1,0,217.97,224.52529430180584
2023-09-20,9,0,0,2023,9,20,2,0,268.34,238.8682931039366
2023-12-04,3,0,0,2023,12,4,0,0,227.28,245.9567369891447
2022-07-26,4,1,0,2022,7,26,1,0,262.1,249.59085886205867
2022-11-14,1,0,0,2022,11,14,0,0,222.44,225.77044223156554
2023-12-13,9,0,1,2023,12,13,2,0,306.89,283.4370225896928
2022-07-11,5,0,0,2022,7,11,0,0,209.9,220.64920005059685
2022-05-04,8,0,0,2022,5,4,2,0,213.39,214.33063017517998
2023-12-22,8,0,0,2023,12,22,4,0,215.81,239.20649422246788
2023-05-28,10,0,0,2023,5,28,6,1,205.08,207.281637857639
2023-01-22,6,0,0,2023,1,22,6,1,216.26,200.11864953486656
2022-03-07,2,0,0,2022,3,7,0,0,191.51,213.74142999554897
2022-04-11,5,0,1,2022,4,11,0,0,228.5,256.00475665854174
2022-09-09,3,0,0,2022,9,9,4,0,191.53,215.18348703577794
2023-04-13,5,0,0,2023,4,13,3,0,225.18,228.1631924418689
2022-02-06,1,0,0,2022,2,6,6,1,181.33,182.23775760005083
2022-06-19,7,0,0,2022,6,19,6,1,201.88,189.91118245827238
2022-07-03,2,0,0,2022,7,3,6,1,184.7,190.1706199326145
2022-07-05,8,0,0,2022,7,5,1,0,220.03,219.40827132744744
2022-11-19,6,0,0,2022,11,19,5,1,206.62,199.3401917817173
2022-09-18,8,0,1,2022,9,18,6,1,249.22,234.73513021175313
2023-04-29,6,0,0,2023,4,29,5,1,211.23,206.73181950009894
2022-09-02,2,0,0,2022,9,2,4,0,205.8,214.92826876805339
2022-09-11,2,1,0,2022,9,11,6,1,220.82,224.44513816406106
2022-04-29,9,0,0,2022,4,29,4,0,219.58,209.03715257729345
2023-11-20,2,0,1,2023,11,20,0,0,260.14,284.12813295529486
2022-04-11,3,0,0,2022,4,11,0,0,203.51,215.53217707623844
2023-05-01,6,0,0,2023,5,1,0,0,236.91,235.97369010154216
2023-12-11,8,0,0,2023,12,11,0,0,230.97,247.2328283277675
2023-09-08,6,1,0,2023,9,8,4,0,259.58,265.2929318536262
2023-09-18,2,0,0,2023,9,18,0,0,226.31,241.09493228251085
2022-09-19,10,0,0,2022,9,19,0,0,188.88,224.99634901515674
2022-12-16,10,0,1,2022,12,16,4,0,242.4,261.5387443956133
2022-09-15,2,0,0,2022,9,15,3,0,214.7,216.93485229437647
2023-05-08,4,0,0,2023,5,8,0,0,231.36,235.46325356609304
2023-10-30,7,0,0,2023,10,30,0,0,240.5,243.90655243410583
2022-06-30,3,1,0,2022,6,30,3,0,240.06,243.78694472870848
2023-07-15,2,0,0,2023,7,15,5,1,198.06,210.31753286810272
2022-02-01,6,1,0,2022,2,1,1,0,246.42,242.42365133266867
2023-10-13,2,0,0,2023,10,13,4,0,216.14,234.60412699018343
2023-04-19,3,0,0,2023,4,19,2,0,224.19,229.65933943274285
2022-10-23,7,0,0,2022,10,23,6,1,200.42,196.05329771014658
2022-10-28,9,0,0,2022,10,28,4,0,222.53,218.25032545510476
2022-08-29,5,0,1,2022,8,29,0,0,239.94,262.14687191041594
2023-07-25,3,1,0,2023,7,25,1,0,266.9,267.4759700034847
2022-06-12,2,0,0,2022,6,12,6,1,182.55,188.6350911196496
2023-05-12,7,1,0,2023,5,12,4,0,247.06,259.40603486947657
2023-02-24,6,0,0,2023,2,24,4,0,218.43,223.34076955734054
2023-08-29,6,1,0,2023,8,29,1,0,292.79,269.77715361963055
2022-01-03,1,0,0,2022,1,3,0,0,212.68,210.4151541018873
2023-10-12,3,0,0,2023,10,12,3,0,232.68,236.86592878423107
2022-04-30,2,0,0,2022,4,30,5,1,182.02,187.57061702004285
2023-07-02,4,0,0,2023,7,2,6,1,228.87,208.82138587722147
2022-10-04,4,1,0,2022,10,4,1,0,273.43,254.19744530096068
2023-03-31,3,0,0,2023,3,31,4,0,208.49,224.11064356713177
2022-05-17,3,1,0,2022,5,17,1,0,237.97,246.264582968397
2023-03-30,3,1,0,2023,3,30,3,0,239.61,257.3206876989643
2022-01-30,8,0,0,2022,1,30,6,1,174.22,182.48875666115782
2022-10-29,10,0,0,2022,10,29,5,1,186.97,198.8255360396579
2023-07-01,4,0,0,2023,7,1,5,1,218.45,210.82796940355183
2023-12-28,1,0,0,2023,12,28,3,0,251.68,239.42654987471178
2022-02-23,1,0,0,2022,2,23,2,0,232.27,207.93751586219878
2022-12-03,3,0,0,2022,12,3,5,1,191.98,200.11006579150853
2022-07-15,6,0,0,2022,7,15,4,0,211.49,212.8780842130218
2022-12-30,4,1,0,2022,12,30,4,0,254.43,251.24875234792125
2023-09-03,4,0,1,2023,9,3,6,1,278.82,251.85458655001275
2022-07-26,2,1,0,2022,7,26,1,0,238.93,249.08042232660227
2022-12-19,10,0,0,2022,12,19,0,0,209.61,229.60293545406603
2022-04-05,2,1,0,2022,4,5,1,0,243.52,244.47383588770026
2023-11-03,6,1,0,2023,11,3,4,0,263.68,268.3639894795633
2023-04-27,5,0,0,2023,4,27,3,0,213.44,228.1631924418689
2023-10-22,2,0,0,2023,10,22,6,1,206.05,212.91753578067437
2023-10-07,5,0,0,2023,10,7,5,1,206.04,215.68977411018568
2022-06-04,2,0,0,2022,6,4,5,1,182.45,190.64167464597995
2022-11-16,8,0,1,2022,11,16,2,0,274.06,263.5059460998382
2023-05-03,7,0,0,2023,5,3,2,0,247.17,232.21574131661328
2023-02-13,3,0,1,2023,2,13,0,0,253.1,270.5635919063134
2022-03-13,8,0,1,2022,3,13,6,1,222.67,225.5219573339491
2022-01-11,1,0,0,2022,1,11,1,0,218.78,208.40857057556423
2023-05-11,5,0,0,2023,5,11,3,0,224.43,229.69872125484108
2022-11-08,8,1,1,2022,11,8,1,0,298.44,296.715990231678
2022-01-04,3,0,0,2022,1,4,1,0,211.04,208.91900711101334
2022-03-18,2,0,0,2022,3,18,4,0,180.81,205.71509589024936
2022-07-14,10,0,1,2022,7,14,3,0,243.92,255.8676838570973
2023-09-21,8,0,0,2023,9,21,3,0,237.44,236.60649130988895
2023-02-23,6,0,0,2023,2,23,3,0,235.23,225.34735308366362
2023-10-11,3,0,0,2023,10,11,2,0,245.19,238.87251231055416
2022-11-17,9,1,0,2022,11,17,3,0,273.88,252.99589839990222
2023-10-29,10,0,0,2023,10,29,6,1,206.35,214.9592819224854
2022-02-14,4,1,0,2022,2,14,0,0,249.24,243.91979832353536
2022-08-22,2,1,1,2022,8,22,0,0,274.88,292.58467771274445
2022-04-25,7,1,0,2022,4,25,0,0,228.02,247.7565107526534
2023-03-19,4,0,0,2023,3,19,6,1,216.76,202.67927062535455
2023-12-06,1,0,0,2023,12,6,2,0,262.7,241.43313340103487
2023-03-08,1,0,0,2023,3,8,2,0,244.67,227.61337408432155
2022-01-09,7,0,0,2022,1,9,6,1,182.2,182.23353839343326
2022-05-26,1,0,1,2022,5,26,3,0,254.71,250.4996618216319
2023-07-28,3,0,0,2023,7,28,4,0,214.92,230.2527588189987
2022-10-12,9,0,0,2022,10,12,2,0,253.24,222.26349250775093
2023-03-12,2,0,0,2023,3,12,6,1,205.31,202.16883408989816
2023-08-04,5,0,0,2023,8,4,4,0,213.01,232.29872416742
2023-08-14,3,1,0,2023,8,14,0,0,248.13,271.01808234277996
2022-04-21,6,0,1,2022,4,21,3,0,257.49,250.24022434728977
2023-03-11,4,0,0,2023,3,11,5,1,206.58,204.6858541516849
2022-04-15,7,0,0,2022,4,15,4,0,193.68,208.52671604184434
2022-02-25,7,0,0,2022,2,25,4,0,191.21,205.45565841590724
2023-12-06,8,0,1,2023,12,6,2,0,287.71,283.18180432196823
2023-06-29,8,1,0,2023,6,29,3,0,263.21,263.2033654764964
2023-12-13,6,0,0,2023,12,13,2,0,262.34,242.70922473966493
